trial_idx,condition,task,trial_num,input_tokens,output_tokens,thinking_tokens,elapsed_seconds,output_file,timestamp
75,D_LoStr_LoCon,T1,12,31,1701,0,22.58,raw_D_LoStr_LoCon_T1_012.json,2026-04-09T07:45:41.706124+00:00
76,C_LoStr_HiCon,T5,13,538,1990,0,28.71,raw_C_LoStr_HiCon_T5_013.json,2026-04-09T07:46:30.430816+00:00
77,B_HiStr_LoCon,T2,27,231,3681,0,49.0,raw_B_HiStr_LoCon_T2_027.json,2026-04-09T07:47:39.435907+00:00
78,B_HiStr_LoCon,T4,14,229,3190,0,40.86,raw_B_HiStr_LoCon_T4_014.json,2026-04-09T07:48:40.301392+00:00
79,B_HiStr_LoCon,T2,21,231,3811,0,41.81,raw_B_HiStr_LoCon_T2_021.json,2026-04-09T07:49:42.115077+00:00
80,B_HiStr_LoCon,T1,29,233,3621,0,50.88,raw_B_HiStr_LoCon_T1_029.json,2026-04-09T07:50:52.996251+00:00
81,A_HiStr_HiCon,T1,15,732,4768,0,55.12,raw_A_HiStr_HiCon_T1_015.json,2026-04-09T07:52:08.127291+00:00
82,A_HiStr_HiCon,T4,16,755,3589,0,43.27,raw_A_HiStr_HiCon_T4_016.json,2026-04-09T07:53:13.660209+00:00
83,D_LoStr_LoCon,T4,8,27,2270,0,26.77,raw_D_LoStr_LoCon_T4_008.json,2026-04-09T07:54:00.429463+00:00
84,D_LoStr_LoCon,T4,16,27,2017,0,22.3,raw_D_LoStr_LoCon_T4_016.json,2026-04-09T07:54:42.734285+00:00
85,A_HiStr_HiCon,T4,6,755,3264,0,44.52,raw_A_HiStr_HiCon_T4_006.json,2026-04-09T07:55:47.253841+00:00
87,B_HiStr_LoCon,T5,9,228,4729,0,57.33,raw_B_HiStr_LoCon_T5_009.json,2026-04-09T07:57:04.585614+00:00
88,D_LoStr_LoCon,T2,14,29,3694,0,44.95,raw_D_LoStr_LoCon_T2_014.json,2026-04-09T07:58:09.531895+00:00
89,D_LoStr_LoCon,T2,15,29,3551,0,31.81,raw_D_LoStr_LoCon_T2_015.json,2026-04-09T07:59:01.338617+00:00
90,B_HiStr_LoCon,T5,24,228,3947,0,44.31,raw_B_HiStr_LoCon_T5_024.json,2026-04-09T08:00:05.829965+00:00
91,C_LoStr_HiCon,T1,12,530,2032,0,27.87,raw_C_LoStr_HiCon_T1_012.json,2026-04-09T08:00:53.714547+00:00
92,C_LoStr_HiCon,T5,0,538,2692,0,40.21,raw_C_LoStr_HiCon_T5_000.json,2026-04-09T08:01:53.921804+00:00
93,A_HiStr_HiCon,T3,6,781,3631,0,38.49,raw_A_HiStr_HiCon_T3_006.json,2026-04-09T08:02:52.408789+00:00
94,D_LoStr_LoCon,T1,29,31,1975,0,29.92,raw_D_LoStr_LoCon_T1_029.json,2026-04-09T08:03:42.333183+00:00
95,D_LoStr_LoCon,T1,10,31,1924,0,25.17,raw_D_LoStr_LoCon_T1_010.json,2026-04-09T08:04:27.509119+00:00
96,B_HiStr_LoCon,T2,18,231,4457,0,66.37,raw_B_HiStr_LoCon_T2_018.json,2026-04-09T08:05:55.975051+00:00
98,B_HiStr_LoCon,T1,21,233,3360,0,56.97,raw_B_HiStr_LoCon_T1_021.json,2026-04-09T08:07:13.155362+00:00
99,D_LoStr_LoCon,T2,12,29,3284,0,31.7,raw_D_LoStr_LoCon_T2_012.json,2026-04-09T08:08:04.855288+00:00
100,D_LoStr_LoCon,T3,25,27,2739,0,32.78,raw_D_LoStr_LoCon_T3_025.json,2026-04-09T08:08:57.632716+00:00
102,A_HiStr_HiCon,T4,29,755,3320,0,44.74,raw_A_HiStr_HiCon_T4_029.json,2026-04-09T08:10:02.369089+00:00
103,C_LoStr_HiCon,T4,19,553,2622,0,30.28,raw_C_LoStr_HiCon_T4_019.json,2026-04-09T08:10:53.227164+00:00
104,C_LoStr_HiCon,T3,16,579,2103,0,26.24,raw_C_LoStr_HiCon_T3_016.json,2026-04-09T08:11:39.471951+00:00
105,B_HiStr_LoCon,T1,22,233,2568,0,39.83,raw_B_HiStr_LoCon_T1_022.json,2026-04-09T08:12:39.301572+00:00
106,A_HiStr_HiCon,T5,27,740,3004,0,43.25,raw_A_HiStr_HiCon_T5_027.json,2026-04-09T08:13:42.568299+00:00
107,A_HiStr_HiCon,T4,10,755,3968,0,49.37,raw_A_HiStr_HiCon_T4_010.json,2026-04-09T08:14:51.937516+00:00
108,B_HiStr_LoCon,T1,18,233,3518,0,55.78,raw_B_HiStr_LoCon_T1_018.json,2026-04-09T08:16:07.720528+00:00
109,D_LoStr_LoCon,T4,20,27,2289,0,44.0,raw_D_LoStr_LoCon_T4_020.json,2026-04-09T08:17:11.725545+00:00
110,C_LoStr_HiCon,T2,10,531,2982,0,42.58,raw_C_LoStr_HiCon_T2_010.json,2026-04-09T08:18:14.305690+00:00
111,D_LoStr_LoCon,T5,16,26,1801,0,32.1,raw_D_LoStr_LoCon_T5_016.json,2026-04-09T08:19:06.591707+00:00
112,B_HiStr_LoCon,T2,20,231,4115,0,51.09,raw_B_HiStr_LoCon_T2_020.json,2026-04-09T08:20:18.485057+00:00
114,A_HiStr_HiCon,T5,20,740,2898,0,42.12,raw_A_HiStr_HiCon_T5_020.json,2026-04-09T08:21:20.603050+00:00
115,A_HiStr_HiCon,T3,14,781,4748,0,72.7,raw_A_HiStr_HiCon_T3_014.json,2026-04-09T08:22:53.307371+00:00
116,A_HiStr_HiCon,T1,22,732,3804,0,61.97,raw_A_HiStr_HiCon_T1_022.json,2026-04-09T08:24:15.275314+00:00
117,B_HiStr_LoCon,T2,12,231,3854,0,55.67,raw_B_HiStr_LoCon_T2_012.json,2026-04-09T08:25:30.946018+00:00
118,C_LoStr_HiCon,T1,24,530,1974,0,31.03,raw_C_LoStr_HiCon_T1_024.json,2026-04-09T08:26:21.978764+00:00
119,A_HiStr_HiCon,T1,14,732,3279,0,46.74,raw_A_HiStr_HiCon_T1_014.json,2026-04-09T08:27:30.852863+00:00
120,C_LoStr_HiCon,T4,26,553,3977,0,46.35,raw_C_LoStr_HiCon_T4_026.json,2026-04-09T08:28:37.203913+00:00
121,B_HiStr_LoCon,T4,18,229,2749,0,35.43,raw_B_HiStr_LoCon_T4_018.json,2026-04-09T08:29:32.633213+00:00
122,A_HiStr_HiCon,T2,12,733,4621,0,62.35,raw_A_HiStr_HiCon_T2_012.json,2026-04-09T08:30:54.986397+00:00
123,A_HiStr_HiCon,T5,28,740,3048,0,46.67,raw_A_HiStr_HiCon_T5_028.json,2026-04-09T08:32:01.656774+00:00
124,A_HiStr_HiCon,T4,17,755,3710,0,49.19,raw_A_HiStr_HiCon_T4_017.json,2026-04-09T08:33:10.847339+00:00
125,B_HiStr_LoCon,T4,22,229,3146,0,38.68,raw_B_HiStr_LoCon_T4_022.json,2026-04-09T08:34:09.525632+00:00
126,A_HiStr_HiCon,T3,26,781,3035,0,36.57,raw_A_HiStr_HiCon_T3_026.json,2026-04-09T08:35:06.099113+00:00
127,B_HiStr_LoCon,T4,29,229,3400,0,44.14,raw_B_HiStr_LoCon_T4_029.json,2026-04-09T08:36:10.238082+00:00
128,B_HiStr_LoCon,T1,28,233,3861,0,45.24,raw_B_HiStr_LoCon_T1_028.json,2026-04-09T08:37:15.479050+00:00
129,A_HiStr_HiCon,T5,11,740,3637,0,45.34,raw_A_HiStr_HiCon_T5_011.json,2026-04-09T08:38:20.816632+00:00
130,D_LoStr_LoCon,T4,22,27,2302,0,27.0,raw_D_LoStr_LoCon_T4_022.json,2026-04-09T08:39:07.815475+00:00
131,D_LoStr_LoCon,T1,13,31,2578,0,33.36,raw_D_LoStr_LoCon_T1_013.json,2026-04-09T08:40:01.179851+00:00
132,C_LoStr_HiCon,T5,23,538,2596,0,21.69,raw_C_LoStr_HiCon_T5_023.json,2026-04-09T08:40:42.868302+00:00
133,C_LoStr_HiCon,T4,5,553,2279,0,31.69,raw_C_LoStr_HiCon_T4_005.json,2026-04-09T08:41:34.557097+00:00
134,D_LoStr_LoCon,T1,22,31,2536,0,24.75,raw_D_LoStr_LoCon_T1_022.json,2026-04-09T08:42:19.311448+00:00
135,C_LoStr_HiCon,T5,26,538,1799,0,28.24,raw_C_LoStr_HiCon_T5_026.json,2026-04-09T08:43:07.548946+00:00
136,C_LoStr_HiCon,T5,6,538,1339,0,22.26,raw_C_LoStr_HiCon_T5_006.json,2026-04-09T08:43:49.810949+00:00
137,D_LoStr_LoCon,T4,19,27,3018,0,37.8,raw_D_LoStr_LoCon_T4_019.json,2026-04-09T08:44:47.613432+00:00
138,D_LoStr_LoCon,T2,22,29,3787,0,44.26,raw_D_LoStr_LoCon_T2_022.json,2026-04-09T08:45:51.870499+00:00
139,B_HiStr_LoCon,T5,16,228,3804,0,48.08,raw_B_HiStr_LoCon_T5_016.json,2026-04-09T08:46:59.953985+00:00
141,A_HiStr_HiCon,T2,21,733,3546,0,51.45,raw_A_HiStr_HiCon_T2_021.json,2026-04-09T08:48:11.402102+00:00
142,D_LoStr_LoCon,T2,10,29,3420,0,38.76,raw_D_LoStr_LoCon_T2_010.json,2026-04-09T08:49:10.167080+00:00
143,C_LoStr_HiCon,T1,17,530,1741,0,23.4,raw_C_LoStr_HiCon_T1_017.json,2026-04-09T08:49:53.568389+00:00
144,B_HiStr_LoCon,T1,27,233,3822,0,47.0,raw_B_HiStr_LoCon_T1_027.json,2026-04-09T08:51:00.571643+00:00
145,C_LoStr_HiCon,T2,25,531,3378,0,32.92,raw_C_LoStr_HiCon_T2_025.json,2026-04-09T08:51:53.495627+00:00
146,D_LoStr_LoCon,T5,14,26,2222,0,30.36,raw_D_LoStr_LoCon_T5_014.json,2026-04-09T08:52:43.859882+00:00
147,B_HiStr_LoCon,T3,27,229,3080,0,44.24,raw_B_HiStr_LoCon_T3_027.json,2026-04-09T08:53:48.105616+00:00
148,A_HiStr_HiCon,T3,8,781,3799,0,65.1,raw_A_HiStr_HiCon_T3_008.json,2026-04-09T08:55:16.141627+00:00
149,B_HiStr_LoCon,T1,14,233,4038,0,57.17,raw_B_HiStr_LoCon_T1_014.json,2026-04-09T08:56:33.309431+00:00
150,B_HiStr_LoCon,T3,1,229,3310,0,51.3,raw_B_HiStr_LoCon_T3_001.json,2026-04-09T08:57:44.612234+00:00
151,B_HiStr_LoCon,T2,13,231,5209,0,82.25,raw_B_HiStr_LoCon_T2_013.json,2026-04-09T08:59:26.865005+00:00
154,A_HiStr_HiCon,T4,15,755,3166,0,47.94,raw_A_HiStr_HiCon_T4_015.json,2026-04-09T09:00:36.934871+00:00
155,A_HiStr_HiCon,T2,15,733,4286,0,59.3,raw_A_HiStr_HiCon_T2_015.json,2026-04-09T09:01:56.232664+00:00
157,A_HiStr_HiCon,T3,0,781,3575,0,44.38,raw_A_HiStr_HiCon_T3_000.json,2026-04-09T09:03:00.609618+00:00
160,B_HiStr_LoCon,T4,26,229,3768,0,66.93,raw_B_HiStr_LoCon_T4_026.json,2026-04-09T09:04:29.631302+00:00
162,A_HiStr_HiCon,T4,0,755,3857,0,49.49,raw_A_HiStr_HiCon_T4_000.json,2026-04-09T09:05:39.126021+00:00
163,B_HiStr_LoCon,T3,11,229,3526,0,56.48,raw_B_HiStr_LoCon_T3_011.json,2026-04-09T09:06:55.603833+00:00
164,A_HiStr_HiCon,T3,3,781,3418,0,45.19,raw_A_HiStr_HiCon_T3_003.json,2026-04-09T09:08:02.963488+00:00
165,C_LoStr_HiCon,T4,1,553,2246,0,31.28,raw_C_LoStr_HiCon_T4_001.json,2026-04-09T09:08:54.246256+00:00
166,C_LoStr_HiCon,T5,29,538,1614,0,31.31,raw_C_LoStr_HiCon_T5_029.json,2026-04-09T09:09:47.676567+00:00
168,C_LoStr_HiCon,T1,26,530,1452,0,25.47,raw_C_LoStr_HiCon_T1_026.json,2026-04-09T09:10:33.150521+00:00
169,C_LoStr_HiCon,T5,18,538,2502,0,31.3,raw_C_LoStr_HiCon_T5_018.json,2026-04-09T09:11:24.453290+00:00
170,C_LoStr_HiCon,T3,20,579,2148,0,27.77,raw_C_LoStr_HiCon_T3_020.json,2026-04-09T09:12:12.227360+00:00
171,D_LoStr_LoCon,T2,25,29,4187,0,43.65,raw_D_LoStr_LoCon_T2_025.json,2026-04-09T09:13:15.878173+00:00
172,A_HiStr_HiCon,T4,20,755,3156,0,44.86,raw_A_HiStr_HiCon_T4_020.json,2026-04-09T09:14:24.177034+00:00
173,B_HiStr_LoCon,T5,15,228,3435,0,44.68,raw_B_HiStr_LoCon_T5_015.json,2026-04-09T09:15:28.858971+00:00
175,A_HiStr_HiCon,T5,29,740,2827,0,44.51,raw_A_HiStr_HiCon_T5_029.json,2026-04-09T09:16:33.368843+00:00
176,C_LoStr_HiCon,T3,1,579,1647,0,25.0,raw_C_LoStr_HiCon_T3_001.json,2026-04-09T09:17:18.551466+00:00
177,C_LoStr_HiCon,T5,7,538,2130,0,28.54,raw_C_LoStr_HiCon_T5_007.json,2026-04-09T09:18:07.088476+00:00
178,B_HiStr_LoCon,T4,15,229,2755,0,37.05,raw_B_HiStr_LoCon_T4_015.json,2026-04-09T09:19:04.136153+00:00
179,D_LoStr_LoCon,T3,8,27,2269,0,33.95,raw_D_LoStr_LoCon_T3_008.json,2026-04-09T09:19:58.084932+00:00
180,B_HiStr_LoCon,T1,26,233,3782,0,45.33,raw_B_HiStr_LoCon_T1_026.json,2026-04-09T09:21:03.414174+00:00
181,A_HiStr_HiCon,T1,19,732,2376,0,27.77,raw_A_HiStr_HiCon_T1_019.json,2026-04-09T09:21:51.183015+00:00
182,A_HiStr_HiCon,T1,28,732,3711,0,61.18,raw_A_HiStr_HiCon_T1_028.json,2026-04-09T09:23:12.359320+00:00
183,B_HiStr_LoCon,T3,17,229,3128,0,65.19,raw_B_HiStr_LoCon_T3_017.json,2026-04-09T09:24:37.551354+00:00
184,A_HiStr_HiCon,T5,23,740,3000,0,45.79,raw_A_HiStr_HiCon_T5_023.json,2026-04-09T09:25:43.345284+00:00
187,B_HiStr_LoCon,T3,5,229,3315,0,42.87,raw_B_HiStr_LoCon_T3_005.json,2026-04-09T09:26:46.220429+00:00
188,A_HiStr_HiCon,T4,23,755,3104,0,38.6,raw_A_HiStr_HiCon_T4_023.json,2026-04-09T09:27:44.821938+00:00
189,D_LoStr_LoCon,T2,21,29,4689,0,54.5,raw_D_LoStr_LoCon_T2_021.json,2026-04-09T09:28:59.327947+00:00
190,C_LoStr_HiCon,T4,21,553,1648,0,26.08,raw_C_LoStr_HiCon_T4_021.json,2026-04-09T09:29:45.413323+00:00
191,D_LoStr_LoCon,T5,12,26,2209,0,29.19,raw_D_LoStr_LoCon_T5_012.json,2026-04-09T09:30:34.603034+00:00
192,C_LoStr_HiCon,T4,12,553,2153,0,28.9,raw_C_LoStr_HiCon_T4_012.json,2026-04-09T09:31:23.507441+00:00
193,C_LoStr_HiCon,T1,13,530,1683,0,27.12,raw_C_LoStr_HiCon_T1_013.json,2026-04-09T09:32:10.630111+00:00
194,C_LoStr_HiCon,T5,11,538,1780,0,27.96,raw_C_LoStr_HiCon_T5_011.json,2026-04-09T09:32:58.591439+00:00
195,A_HiStr_HiCon,T1,11,732,4232,0,58.59,raw_A_HiStr_HiCon_T1_011.json,2026-04-09T09:34:17.181319+00:00
196,D_LoStr_LoCon,T2,17,29,4358,0,39.1,raw_D_LoStr_LoCon_T2_017.json,2026-04-09T09:35:16.278804+00:00
197,C_LoStr_HiCon,T4,10,553,2398,0,34.16,raw_C_LoStr_HiCon_T4_010.json,2026-04-09T09:36:10.435798+00:00
199,A_HiStr_HiCon,T1,23,732,3071,0,50.87,raw_A_HiStr_HiCon_T1_023.json,2026-04-09T09:37:21.302688+00:00
200,A_HiStr_HiCon,T1,13,732,3248,0,53.57,raw_A_HiStr_HiCon_T1_013.json,2026-04-09T09:38:35.331354+00:00
201,D_LoStr_LoCon,T3,12,27,2589,0,34.29,raw_D_LoStr_LoCon_T3_012.json,2026-04-09T09:39:29.621710+00:00
202,A_HiStr_HiCon,T5,5,740,3458,0,45.37,raw_A_HiStr_HiCon_T5_005.json,2026-04-09T09:40:36.975561+00:00
203,D_LoStr_LoCon,T1,24,31,1669,0,28.08,raw_D_LoStr_LoCon_T1_024.json,2026-04-09T09:43:20.677622+00:00
206,D_LoStr_LoCon,T3,24,27,2874,0,34.53,raw_D_LoStr_LoCon_T3_024.json,2026-04-09T09:44:32.673641+00:00
207,A_HiStr_HiCon,T2,22,733,4814,0,60.25,raw_A_HiStr_HiCon_T2_022.json,2026-04-09T09:45:52.924382+00:00
208,A_HiStr_HiCon,T3,27,781,2808,0,35.33,raw_A_HiStr_HiCon_T3_027.json,2026-04-09T09:46:48.252379+00:00
210,A_HiStr_HiCon,T2,23,733,4969,0,59.84,raw_A_HiStr_HiCon_T2_023.json,2026-04-09T09:48:08.098117+00:00
213,A_HiStr_HiCon,T3,9,781,3474,0,38.45,raw_A_HiStr_HiCon_T3_009.json,2026-04-09T09:49:06.552427+00:00
215,D_LoStr_LoCon,T3,20,27,2339,0,36.16,raw_D_LoStr_LoCon_T3_020.json,2026-04-09T09:50:02.711558+00:00
216,B_HiStr_LoCon,T2,10,231,3102,0,43.98,raw_B_HiStr_LoCon_T2_010.json,2026-04-09T09:51:06.694825+00:00
217,C_LoStr_HiCon,T2,11,531,3369,0,36.96,raw_C_LoStr_HiCon_T2_011.json,2026-04-09T09:52:04.087269+00:00
218,B_HiStr_LoCon,T5,12,228,3408,0,40.35,raw_B_HiStr_LoCon_T5_012.json,2026-04-09T09:53:04.442870+00:00
219,B_HiStr_LoCon,T4,7,229,3039,0,36.47,raw_B_HiStr_LoCon_T4_007.json,2026-04-09T09:54:00.916342+00:00
220,B_HiStr_LoCon,T5,21,228,3628,0,55.29,raw_B_HiStr_LoCon_T5_021.json,2026-04-09T09:55:18.189148+00:00
221,A_HiStr_HiCon,T1,26,732,3736,0,56.25,raw_A_HiStr_HiCon_T1_026.json,2026-04-09T09:56:36.010653+00:00
222,C_LoStr_HiCon,T3,6,579,1837,0,39.76,raw_C_LoStr_HiCon_T3_006.json,2026-04-09T09:57:35.771198+00:00
223,A_HiStr_HiCon,T3,16,781,3072,0,53.47,raw_A_HiStr_HiCon_T3_016.json,2026-04-09T09:58:49.240771+00:00
224,A_HiStr_HiCon,T5,21,740,0,0,27.72,raw_A_HiStr_HiCon_T5_021.json,2026-04-09T09:59:36.960345+00:00
225,B_HiStr_LoCon,T2,29,231,3995,0,43.57,raw_B_HiStr_LoCon_T2_029.json,2026-04-09T10:00:40.526881+00:00
226,B_HiStr_LoCon,T1,20,233,3936,0,48.33,raw_B_HiStr_LoCon_T1_020.json,2026-04-09T10:01:48.856564+00:00
228,C_LoStr_HiCon,T3,4,579,2094,0,30.93,raw_C_LoStr_HiCon_T3_004.json,2026-04-09T10:02:39.798289+00:00
229,D_LoStr_LoCon,T3,22,27,2254,0,34.71,raw_D_LoStr_LoCon_T3_022.json,2026-04-09T10:03:34.510597+00:00
230,D_LoStr_LoCon,T2,27,29,3623,0,50.53,raw_D_LoStr_LoCon_T2_027.json,2026-04-09T10:04:45.040870+00:00
232,A_HiStr_HiCon,T3,17,781,3118,0,43.43,raw_A_HiStr_HiCon_T3_017.json,2026-04-09T10:05:48.469522+00:00
234,A_HiStr_HiCon,T5,19,740,3146,0,33.9,raw_A_HiStr_HiCon_T5_019.json,2026-04-09T10:06:44.073795+00:00
235,B_HiStr_LoCon,T3,3,229,3749,0,41.09,raw_B_HiStr_LoCon_T3_003.json,2026-04-09T10:07:46.919037+00:00
236,C_LoStr_HiCon,T3,15,579,2181,0,32.07,raw_C_LoStr_HiCon_T3_015.json,2026-04-09T10:08:38.993397+00:00
237,C_LoStr_HiCon,T4,28,553,2580,0,32.75,raw_C_LoStr_HiCon_T4_028.json,2026-04-09T10:09:31.745743+00:00
238,A_HiStr_HiCon,T3,12,781,3593,0,54.04,raw_A_HiStr_HiCon_T3_012.json,2026-04-09T10:10:46.453046+00:00
239,D_LoStr_LoCon,T4,26,27,2912,0,36.49,raw_D_LoStr_LoCon_T4_026.json,2026-04-09T10:11:42.947931+00:00
240,A_HiStr_HiCon,T3,2,781,2840,0,39.71,raw_A_HiStr_HiCon_T3_002.json,2026-04-09T10:12:42.656698+00:00
241,C_LoStr_HiCon,T4,17,553,2317,0,35.14,raw_C_LoStr_HiCon_T4_017.json,2026-04-09T10:13:40.094473+00:00
242,A_HiStr_HiCon,T1,17,732,4082,0,48.94,raw_A_HiStr_HiCon_T1_017.json,2026-04-09T10:14:49.045362+00:00
243,D_LoStr_LoCon,T5,8,26,1936,0,29.66,raw_D_LoStr_LoCon_T5_008.json,2026-04-09T10:15:38.708962+00:00
244,D_LoStr_LoCon,T5,21,26,2151,0,25.02,raw_D_LoStr_LoCon_T5_021.json,2026-04-09T10:16:23.730199+00:00
245,D_LoStr_LoCon,T4,6,27,2674,0,32.42,raw_D_LoStr_LoCon_T4_006.json,2026-04-09T10:17:16.148720+00:00
247,B_HiStr_LoCon,T4,21,229,2823,0,41.93,raw_B_HiStr_LoCon_T4_021.json,2026-04-09T10:18:18.075726+00:00
248,A_HiStr_HiCon,T5,9,740,3820,0,47.29,raw_A_HiStr_HiCon_T5_009.json,2026-04-09T10:19:25.370558+00:00
249,C_LoStr_HiCon,T5,27,538,1985,0,35.14,raw_C_LoStr_HiCon_T5_027.json,2026-04-09T10:20:20.509751+00:00
250,A_HiStr_HiCon,T5,17,740,3548,0,37.25,raw_A_HiStr_HiCon_T5_017.json,2026-04-09T10:21:17.759266+00:00
251,A_HiStr_HiCon,T1,18,732,2941,0,43.25,raw_A_HiStr_HiCon_T1_018.json,2026-04-09T10:22:21.005945+00:00
252,D_LoStr_LoCon,T2,28,29,3277,0,40.53,raw_D_LoStr_LoCon_T2_028.json,2026-04-09T10:23:22.708581+00:00
253,A_HiStr_HiCon,T5,24,740,3329,0,45.82,raw_A_HiStr_HiCon_T5_024.json,2026-04-09T10:24:28.534260+00:00
254,D_LoStr_LoCon,T4,2,27,2413,0,28.98,raw_D_LoStr_LoCon_T4_002.json,2026-04-09T10:25:17.518725+00:00
255,C_LoStr_HiCon,T5,21,538,1904,0,27.13,raw_C_LoStr_HiCon_T5_021.json,2026-04-09T10:26:09.834076+00:00
258,B_HiStr_LoCon,T4,28,229,2749,0,41.33,raw_B_HiStr_LoCon_T4_028.json,2026-04-09T10:27:11.169855+00:00
259,D_LoStr_LoCon,T3,15,27,1953,0,28.53,raw_D_LoStr_LoCon_T3_015.json,2026-04-09T10:27:59.698049+00:00
261,C_LoStr_HiCon,T2,27,531,2625,0,32.38,raw_C_LoStr_HiCon_T2_027.json,2026-04-09T10:28:52.736700+00:00
262,B_HiStr_LoCon,T2,22,231,4767,0,73.09,raw_B_HiStr_LoCon_T2_022.json,2026-04-09T10:30:25.831533+00:00
265,B_HiStr_LoCon,T5,19,228,2578,0,31.53,raw_B_HiStr_LoCon_T5_019.json,2026-04-09T10:31:19.230345+00:00
266,D_LoStr_LoCon,T4,27,27,2879,0,35.03,raw_D_LoStr_LoCon_T4_027.json,2026-04-09T10:32:14.258998+00:00
267,A_HiStr_HiCon,T5,13,740,3131,0,37.95,raw_A_HiStr_HiCon_T5_013.json,2026-04-09T10:33:12.206035+00:00
268,B_HiStr_LoCon,T1,11,233,4217,0,58.54,raw_B_HiStr_LoCon_T1_011.json,2026-04-09T10:34:30.747911+00:00
269,B_HiStr_LoCon,T4,27,229,2695,0,31.5,raw_B_HiStr_LoCon_T4_027.json,2026-04-09T10:35:22.253339+00:00
270,D_LoStr_LoCon,T3,27,27,2386,0,30.28,raw_D_LoStr_LoCon_T3_027.json,2026-04-09T10:36:12.534929+00:00
271,B_HiStr_LoCon,T5,10,228,3614,0,50.94,raw_B_HiStr_LoCon_T5_010.json,2026-04-09T10:37:25.234018+00:00
272,A_HiStr_HiCon,T1,20,732,3840,0,47.63,raw_A_HiStr_HiCon_T1_020.json,2026-04-09T10:40:25.031852+00:00
276,A_HiStr_HiCon,T5,0,740,4600,0,74.06,raw_A_HiStr_HiCon_T5_000.json,2026-04-09T10:41:59.097492+00:00
278,C_LoStr_HiCon,T4,24,553,2312,0,34.22,raw_C_LoStr_HiCon_T4_024.json,2026-04-09T10:42:53.323408+00:00
279,D_LoStr_LoCon,T5,17,26,1850,0,24.89,raw_D_LoStr_LoCon_T5_017.json,2026-04-09T10:43:38.213840+00:00
280,A_HiStr_HiCon,T2,11,733,4648,0,67.18,raw_A_HiStr_HiCon_T2_011.json,2026-04-09T10:45:07.671292+00:00
281,D_LoStr_LoCon,T2,16,29,2801,0,33.53,raw_D_LoStr_LoCon_T2_016.json,2026-04-09T10:46:01.205912+00:00
282,B_HiStr_LoCon,T5,18,228,4003,0,51.88,raw_B_HiStr_LoCon_T5_018.json,2026-04-09T10:47:13.089745+00:00
285,B_HiStr_LoCon,T4,17,229,3476,0,44.66,raw_B_HiStr_LoCon_T4_017.json,2026-04-09T10:48:17.749955+00:00
286,B_HiStr_LoCon,T4,4,229,3876,0,62.76,raw_B_HiStr_LoCon_T4_004.json,2026-04-09T10:49:40.515727+00:00
