trial_idx,condition,task,trial_num,input_tokens,output_tokens,thinking_tokens,elapsed_seconds,output_file,timestamp
28,B_HiStr_LoCon,T2,3,232,3577,4899,45.27,raw_B_HiStr_LoCon_T2_003.json,2026-04-09T03:32:56.198037+00:00
30,B_HiStr_LoCon,T2,2,232,4375,8190,69.1,raw_B_HiStr_LoCon_T2_002.json,2026-04-09T03:34:06.298890+00:00
31,A_HiStr_HiCon,T1,7,733,2954,4305,35.45,raw_A_HiStr_HiCon_T1_007.json,2026-04-09T03:34:42.754629+00:00
32,D_LoStr_LoCon,T1,5,32,1986,2565,25.54,raw_D_LoStr_LoCon_T1_005.json,2026-04-09T03:35:09.298384+00:00
33,A_HiStr_HiCon,T1,2,733,2597,4139,32.89,raw_A_HiStr_HiCon_T1_002.json,2026-04-09T03:35:43.190739+00:00
34,A_HiStr_HiCon,T2,6,734,4858,6811,59.42,raw_A_HiStr_HiCon_T2_006.json,2026-04-09T03:36:43.611834+00:00
35,B_HiStr_LoCon,T2,6,232,4226,5915,51.09,raw_B_HiStr_LoCon_T2_006.json,2026-04-09T03:37:35.705263+00:00
36,B_HiStr_LoCon,T1,2,234,3660,4555,39.4,raw_B_HiStr_LoCon_T1_002.json,2026-04-09T03:38:16.109718+00:00
38,B_HiStr_LoCon,T1,4,234,3529,4470,40.59,raw_B_HiStr_LoCon_T1_004.json,2026-04-09T03:38:57.704842+00:00
39,A_HiStr_HiCon,T1,5,733,3106,5101,39.26,raw_A_HiStr_HiCon_T1_005.json,2026-04-09T03:39:37.967834+00:00
40,A_HiStr_HiCon,T1,6,733,3030,4657,38.8,raw_A_HiStr_HiCon_T1_006.json,2026-04-09T03:40:17.771732+00:00
42,D_LoStr_LoCon,T2,3,30,4648,2188,39.0,raw_D_LoStr_LoCon_T2_003.json,2026-04-09T03:40:57.775122+00:00
43,A_HiStr_HiCon,T1,9,733,3819,4364,38.93,raw_A_HiStr_HiCon_T1_009.json,2026-04-09T03:41:37.705296+00:00
44,C_LoStr_HiCon,T2,2,532,2786,2066,27.37,raw_C_LoStr_HiCon_T2_002.json,2026-04-09T03:42:06.080475+00:00
46,D_LoStr_LoCon,T1,6,32,2564,2403,28.86,raw_D_LoStr_LoCon_T1_006.json,2026-04-09T03:42:35.938222+00:00
47,C_LoStr_HiCon,T2,8,532,2810,3243,33.2,raw_C_LoStr_HiCon_T2_008.json,2026-04-09T03:43:10.143641+00:00
49,C_LoStr_HiCon,T1,8,531,1828,1348,19.22,raw_C_LoStr_HiCon_T1_008.json,2026-04-09T03:43:30.365334+00:00
52,D_LoStr_LoCon,T2,4,30,3274,1872,30.68,raw_D_LoStr_LoCon_T2_004.json,2026-04-09T03:44:02.044619+00:00
53,B_HiStr_LoCon,T2,7,232,4071,5377,49.64,raw_B_HiStr_LoCon_T2_007.json,2026-04-09T03:44:52.685049+00:00
54,D_LoStr_LoCon,T2,5,30,4441,1776,36.62,raw_D_LoStr_LoCon_T2_005.json,2026-04-09T03:45:30.306081+00:00
55,D_LoStr_LoCon,T2,9,30,3838,1733,32.31,raw_D_LoStr_LoCon_T2_009.json,2026-04-09T03:46:03.615891+00:00
56,B_HiStr_LoCon,T1,6,234,4464,6784,63.15,raw_B_HiStr_LoCon_T1_006.json,2026-04-09T03:47:07.762225+00:00
57,B_HiStr_LoCon,T2,4,232,4117,5184,45.79,raw_B_HiStr_LoCon_T2_004.json,2026-04-09T03:47:54.558158+00:00
58,C_LoStr_HiCon,T1,4,531,1794,2136,21.75,raw_C_LoStr_HiCon_T1_004.json,2026-04-09T03:48:17.307144+00:00
60,C_LoStr_HiCon,T1,5,531,1648,1755,19.17,raw_C_LoStr_HiCon_T1_005.json,2026-04-09T03:48:37.483289+00:00
61,A_HiStr_HiCon,T2,2,734,4719,5725,50.85,raw_A_HiStr_HiCon_T2_002.json,2026-04-09T03:49:29.332816+00:00
62,D_LoStr_LoCon,T2,7,30,3642,2070,36.34,raw_D_LoStr_LoCon_T2_007.json,2026-04-09T03:50:06.678110+00:00
63,D_LoStr_LoCon,T1,8,32,1902,1527,33.71,raw_D_LoStr_LoCon_T1_008.json,2026-04-09T03:50:41.386922+00:00
64,D_LoStr_LoCon,T1,4,32,1572,2011,21.12,raw_D_LoStr_LoCon_T1_004.json,2026-04-09T03:51:03.507504+00:00
65,B_HiStr_LoCon,T1,9,234,4222,5401,51.06,raw_B_HiStr_LoCon_T1_009.json,2026-04-09T03:51:55.569364+00:00
66,B_HiStr_LoCon,T1,7,234,3018,3589,34.3,raw_B_HiStr_LoCon_T1_007.json,2026-04-09T03:52:30.872503+00:00
68,D_LoStr_LoCon,T2,8,30,4063,2170,36.57,raw_D_LoStr_LoCon_T2_008.json,2026-04-09T03:53:08.447963+00:00
69,A_HiStr_HiCon,T1,4,733,2880,4399,36.05,raw_A_HiStr_HiCon_T1_004.json,2026-04-09T03:53:45.496733+00:00
70,C_LoStr_HiCon,T2,4,532,2921,2416,29.16,raw_C_LoStr_HiCon_T2_004.json,2026-04-09T03:54:15.655438+00:00
72,D_LoStr_LoCon,T1,9,32,1376,1647,18.4,raw_D_LoStr_LoCon_T1_009.json,2026-04-09T03:54:35.054076+00:00
73,A_HiStr_HiCon,T2,3,734,4427,7439,59.48,raw_A_HiStr_HiCon_T2_003.json,2026-04-09T03:55:35.534456+00:00
74,A_HiStr_HiCon,T2,7,734,5116,4705,50.57,raw_A_HiStr_HiCon_T2_007.json,2026-04-09T03:56:27.110013+00:00
75,B_HiStr_LoCon,T1,8,234,3660,3926,38.18,raw_B_HiStr_LoCon_T1_008.json,2026-04-09T03:57:06.294482+00:00
77,B_HiStr_LoCon,T2,5,232,3897,4148,43.29,raw_B_HiStr_LoCon_T2_005.json,2026-04-09T03:57:50.581444+00:00
78,A_HiStr_HiCon,T1,3,733,4090,5139,48.27,raw_A_HiStr_HiCon_T1_003.json,2026-04-09T03:58:39.848489+00:00
79,A_HiStr_HiCon,T2,4,734,6329,5507,64.26,raw_A_HiStr_HiCon_T2_004.json,2026-04-09T03:59:45.110453+00:00
